rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,orientation,x,y,z,w,orientation_covariance,angular_velocity,x,y,z,angular_velocity_covariance,linear_acceleration,x,y,z,linear_acceleration_covariance
1501822123089288949,,492,,1501822123,89288949,"""imu""",,0.00500899560214,0.0148388287159,0.587516565863,0.809060568785,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00152559013997,0.00288013199699,0.000944518428698,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.147683680058,-0.0119986757636,0.00674845650792,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123091317892,,515,,1501822123,91317892,"""imu""",,0.00500073355678,0.0148420333937,0.58751702671,0.809060226457,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00192272194407,0.00298169648255,0.000174121418697,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.128410130739,-0.0262165796012,-0.0415238700807,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123099315881,,578,,1501822123,99315881,"""imu""",,0.00499396299192,0.0148456861305,0.587518231853,0.809059326117,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00133805119425,0.0027809919243,0.000554087829696,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.120528846979,-0.0481655262411,-0.0765207782388,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123101306915,,602,,1501822123,101306915,"""imu""",,0.00498891914448,0.0148481786042,0.587519800953,0.809058172053,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00105356973887,0.00200194760553,0.000744070953923,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.121403582394,-0.0534159168601,-0.113157771528,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123109278917,,665,,1501822123,109278917,"""imu""",,0.00498679322166,0.0148482680365,0.58752211171,0.809056505493,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.000677378534265,0.000543058857788,0.00112665342005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.129607379436,-0.0337057746947,-0.108380317688,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123111320018,,688,,1501822123,111320018,"""imu""",,0.00498821197306,0.0148487943699,0.587524136875,0.809055016446,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.000573773895668,-0.000150202643083,0.00101269424729,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.115544654429,-0.0130660878494,-0.0831608697772,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123119324922,,724,,1501822123,119324922,"""imu""",,0.00499242103408,0.0148462405159,0.58752652177,0.80905330547,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.000751211099466,-0.00180072901038,0.00120398522028,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.103472217917,-0.0144143784419,-0.0332495458424,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123121309995,,746,,1501822123,121309995,"""imu""",,0.00499396500267,0.0148415227921,0.58752781677,0.80905244208,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.000615019212939,-0.00188188754423,0.00064057658684,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.100450761616,0.000852501951158,-0.028319645673,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123129297018,,810,,1501822123,129297018,"""imu""",,0.00499601199233,0.0148356761497,0.587529112167,0.809051595965,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.000717575817024,-0.00236554607633,0.000641885215826,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.102855555713,0.0157459620386,-0.0298720858991,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123131309986,,832,,1501822123,131309986,"""imu""",,0.00499451666867,0.0148335612346,0.587530254819,0.809050814187,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.000986163155114,-0.000326088406002,0.000548856304608,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0893258154392,0.00425786711276,-0.0513570159674,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123139296054,,897,,1501822123,139296054,"""imu""",,0.00499277355321,0.0148321770083,0.587530610509,0.809050592023,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.000891082127433,-3.62817540743e-05,0.000159733554369,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0922374352813,-0.00772191956639,-0.0517020374537,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123141313076,,918,,1501822123,141313076,"""imu""",,0.00498927983366,0.0148349109013,0.587530374049,0.809050735167,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.000487021748252,0.0017044848653,-0.000136359845776,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.126891300082,0.0138260228559,-0.0518639497459,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123149326086,,985,,1501822123,149326086,"""imu""",,0.00498408560828,0.0148391395195,0.58752878822,0.809051841257,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.000679975311384,0.00257943900361,-0.000812419786958,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.161579325795,0.0100311180577,-0.0471487529576,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123151314973,,1005,,1501822123,151314973,"""imu""",,0.00498042042375,0.0148420677561,0.587527572632,0.809052692866,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00049244166468,0.0018015163854,-0.000621128618913,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.181989982724,0.00183459848631,-0.0138538172469,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123159317970,,1072,,1501822123,159317970,"""imu""",,0.00497800164274,0.0148407987575,0.58752794319,0.809052461935,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00108273486381,0.000159873848213,0.000162349772043,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.166679129004,0.00714765908197,-0.0215797368437,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123181322097,,1109,,1501822123,181322097,"""imu""",,0.00498862530945,0.0148170084804,0.587528268821,0.809052596074,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.000725045151644,-0.0018806151306,-0.000327649827232,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0618100613356,0.0256581101567,-0.0198394320905,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123189284086,,1174,,1501822123,189284086,"""imu""",,0.00498882153854,0.0148152690652,0.587525835219,0.809054393976,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.000334442545986,-0.00062453799826,-0.00120546530326,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.117495663464,0.0204186178744,0.0377050973475,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123191324949,,1187,,1501822123,191324949,"""imu""",,0.00498534666345,0.0148144998999,0.587523086017,0.809056425911,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00129306756863,0.000550183528908,-0.00138629147057,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.187106221914,0.0451839566231,0.0425690151751,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123201319932,,1250,,1501822123,201319932,"""imu""",,0.00497108984951,0.014811613805,0.587519346155,0.809059282288,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00234715231968,0.000950256383516,-0.000790178685797,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.21918515861,0.0283756684512,1.66786576301e-05,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123209309101,,1314,,1501822123,209309101,"""imu""",,0.00496667659295,0.0148101493674,0.587518196594,0.809060170983,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00176734118866,0.000555670316947,-0.00060411949797,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.19401204586,0.0102680176497,-0.0384048745036,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123211316108,,1337,,1501822123,211316108,"""imu""",,0.00496442297903,0.0148060564795,0.5875170245,0.809061110868,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00168610190174,-0.000802836503204,-0.000605427281715,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.15820813179,0.00144432811067,-0.0632517710328,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123219290971,,1399,,1501822123,219290971,"""imu""",,0.00496562644676,0.0148041434479,0.587514372622,0.8090630642,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.82771052844e-05,-0.00091875884701,-0.00130634072189,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.13551479578,0.0166586302221,-0.0647720396519,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123229295015,,1457,,1501822123,229295015,"""imu""",,0.00497594365325,0.0147936313695,0.587514840344,0.809062853449,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.000334449535483,-0.00305650582189,0.000142732463221,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.109356813133,0.0502728670835,0.00517692649737,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123231364011,,1480,,1501822123,231364011,"""imu""",,0.00498089832547,0.0147877963599,0.587514496733,0.809063179152,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.000233578976994,-0.00305533860832,-0.000146820343974,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0970354378223,0.0339483059943,0.0450214520097,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123241336107,,1550,,1501822123,241336107,"""imu""",,0.00498137717559,0.0147831189957,0.587513368586,0.809064080903,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.000804040452274,-0.000328198193947,-0.000326338109864,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0800425708294,0.0206707138568,0.035184148699,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123249300003,,1605,,1501822123,249300003,"""imu""",,0.00497578405795,0.0147808144419,0.587512452419,0.809064822712,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.0023477143403,0.000562386281265,-0.000499315331567,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0827712640166,0.00678931595758,0.0250735916197,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123251327991,,1623,,1501822123,251327991,"""imu""",,0.00496975920589,0.0147829387062,0.587512478964,0.809064801656,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00145069796695,0.00210350975042,-2.63191173762e-05,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.105017967522,0.0165308900177,-0.0234489701688,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123259306907,,1688,,1501822123,259306907,"""imu""",,0.00496203900763,0.0147835977589,0.587510795997,0.809066059104,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00233611788621,0.00201678666631,-0.00088712945282,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.15651896596,0.0261944010854,-0.0305527113378,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123261332988,,1708,,1501822123,261332988,"""imu""",,0.00495823257432,0.0147855157837,0.587510575765,0.809066207314,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00078010880298,0.00151393464901,-0.000132429114934,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.209093496203,0.0240217130631,-0.0175271481276,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123269372940,,1775,,1501822123,269372940,"""imu""",,0.00495894681958,0.0147876936623,0.58750887163,0.809067400603,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.000750670469962,0.000526530321689,-0.000832035177732,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.239599570632,0.0426266342402,0.0125834923238,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123271338939,,1795,,1501822123,271338939,"""imu""",,0.0049611062021,0.0147878987793,0.587508528286,0.809067632937,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.000748606585136,-0.000443135636283,-0.000153359555279,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.228735074401,0.0363801605999,0.0481324829161,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123279303073,,1861,,1501822123,279303073,"""imu""",,0.00496606832731,0.014784148731,0.587508161708,0.80906793722,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.000726167177302,-0.0023822561118,-0.000153359685316,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.184288233519,0.0186195131391,0.0633796826005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123281330108,,1881,,1501822123,281330108,"""imu""",,0.00497445250361,0.0147798273116,0.587509093442,0.809067288085,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.00169357656788,-0.00336314099346,0.000512235206367,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.1144233495,0.00883029028773,0.0392940789461,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123289352893,,1947,,1501822123,289352893,"""imu""",,0.00498118758781,0.0147782141555,0.587509249802,0.809067162573,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.00179987856734,-0.00210377320571,0.000123112009125,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.059951711446,0.0260314829648,0.0290478784591,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123291418075,,1969,,1501822123,291418075,"""imu""",,0.00498730453905,0.014777930421,0.587510191116,0.80906644653,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.00190879015258,-0.00152321891231,0.000509618371016,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0388848036528,0.0190453063697,0.0290265474468,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123299310922,,2016,,1501822123,299310922,"""imu""",,0.00499158092225,0.0147810917811,0.587511334664,0.80906553201,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.00212194472885,2.58195166294e-05,0.00060395545609,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0553499013186,0.0311677288264,0.0400967374444,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123301337957,,2038,,1501822123,301337957,"""imu""",,0.00499045330434,0.0147863830569,0.58751160243,0.80906524784,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.000877530239514,0.00197960123929,0.000136191788998,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.120396211743,0.036866299808,0.067599594593,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123309317111,,2103,,1501822123,309317111,"""imu""",,0.0049850927988,0.0147922276287,0.587512553523,0.809064483403,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.000365396559662,0.00315761283671,0.000444058152424,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.192790493369,0.0366198010743,0.0608173459768,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123311328887,,2125,,1501822123,311328887,"""imu""",,0.00497817702849,0.0147981618375,0.587513344406,0.809063843157,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.000846953561174,0.00355106159825,0.00035364497124,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.217346668243,0.0350714251399,0.0626164972782,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123319315910,,2181,,1501822123,319315910,"""imu""",,0.00497374744826,0.0148026166327,0.58751271881,0.809064243193,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.000383716260148,0.00247904173163,-0.000331571683038,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.223281890154,0.016669858247,0.0295711643994,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123321332931,,2204,,1501822123,321332931,"""imu""",,0.00497230579404,0.0148050076424,0.587513222002,0.809063842905,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,9.31596717124e-05,0.00111595682313,0.000243609864916,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.22713778913,-0.000461029936559,-0.00527653098106,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123329312086,,2267,,1501822123,329312086,"""imu""",,0.00497403724731,0.0148054736409,0.587514455634,0.809062927914,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.000664367470905,-0.000248219308473,0.000623575853294,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.204937681556,0.00501727033406,-0.0501463226974,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123331326961,,2289,,1501822123,331326961,"""imu""",,0.00498077233255,0.0148047368308,0.587515387094,0.809062223566,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.00200236931605,-0.00181520669788,0.000508308311621,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.19369481504,0.0165386125445,-0.0402286946774,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1501822123339309930,,2353,,1501822123,339309930,"""imu""",,0.00498836198796,0.0148048991733,0.587516484504,0.809061376931,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0024895362508,-0.00172387444654,0.000598720940146,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.190945029259,0.0304276645184,-0.0133326957002,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
